ID,LONG,LAT,SUB_Basin,Elevation,AAP(mm),RiverDIST(m),FaultDIST(m),Landuse_Type,Slop(Percent),Slop(Degrees),GEO_UNIT,DES_GEOUNI,Climate_Type,DES_ClimateType
436,51.81,30.764,Karun,2675,170,1221.842519,5449.060994,modrange,9.8674583,5.6353941,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
437,51.811,30.763,Karun,2691,170,1235.604899,5334.021231,modrange,20.9363518,11.8248482,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
438,51.815,30.764,Karun,2717,170,893.2420505,5444.66721,modrange,9.0284071,5.1589093,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
439,51.817,30.767,Karun,2623,170,546.5565598,5786.520422,modrange,14.454299,8.22474,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
440,51.784,30.792,Karun,2339,170,65.79069104,5705.199822,mix(dryfarming_x),19.2344666,10.8875694,Qft2, Low level piedmont fan and valley teraces deposite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
441,51.81,30.764,Karun,2675,170,1221.842519,5449.060994,modrange,9.8674583,5.6353941,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
442,51.175,30.978,Karun,1858,176,524.0473173,10598.64041,mix(agri_dryfarming),13.8142319,7.8651929,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
443,51.181,30.99,Karun,2037,176,651.9738301,11524.1649,modforest,35.4688416,19.529007,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
444,51.179,30.991,Karun,2052,176,767.9256868,11704.20518,modforest,35.0792694,19.3304977,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
445,51.18,30.991,Karun,2058,176,765.3640189,11664.48573,modforest,36.2100029,19.905323,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
446,51.179,30.991,Karun,2052,176,767.9256868,11704.20518,modforest,35.0792694,19.3304977,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
447,51.183,30.989,Karun,2000,176,536.0255068,11345.56906,mix(agri_dryfarming),54.1027298,28.4145985,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
448,51.201,30.984,Karun,1834,176,348.5376995,10241.82125,modforest,66.5718536,33.6524429,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
449,51.2,30.984,Karun,1829,176,293.2793794,10268.37837,modforest,63.543354,32.4332466,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
450,51.199,30.985,Karun,1890,176,350.352808,10401.87994,modforest,40.7944984,22.1927567,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
451,51.202,30.984,Karun,1855,176,403.7967173,10216.08907,modforest,63.4179077,32.3820152,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
452,51.198,30.983,Karun,1770,176,110.4193366,10218.20966,mix(agri_dryfarming),60.3508377,31.1113338,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
453,51.196,30.983,Karun,1795,176,44.10079103,10277.59995,mix(agri_dryfarming),52.8301353,27.8475533,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
454,51.203,30.983,Karun,1828,176,363.6001354,10084.06273,modforest,42.7560768,23.1496506,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
455,51.208,30.982,Karun,1898,176,393.3543194,9862.759945,modforest,66.4662476,33.6104965,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
456,51.209,30.983,Karun,1992,176,539.3024298,9951.024623,modforest,46.5334549,24.9541855,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
457,51.213,30.98,Karun,1810,176,373.9080574,9552.101484,modforest,41.0983505,22.3418541,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
458,51.214,30.981,Karun,1882,176,507.7749357,9645.396339,modforest,62.3948402,31.9620361,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
459,51.214,30.981,Karun,1882,176,507.7749357,9645.396339,modforest,62.3948402,31.9620361,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
460,51.215,30.98,Karun,1890,176,429.5601817,9520.839895,modforest,68.4790878,34.4029884,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
461,51.215,30.98,Karun,1890,176,429.5601817,9520.839895,modforest,68.4790878,34.4029884,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
462,51.216,30.98,Karun,1914,176,467.8120868,9506.611693,modforest,53.0242653,27.9344425,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
463,51.22,30.977,Karun,1862,176,433.8077882,9128.418316,modforest,59.753952,30.8599854,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
464,51.221,30.976,Karun,1855,176,398.6633033,9008.25467,modforest,68.8323212,34.5405388,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
465,51.22,30.976,Karun,1754,176,343.3856152,9018.206957,modforest,56.6542778,29.5334091,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
466,51.217,30.978,Karun,1792,176,370.4980658,9273.638405,modforest,56.4268837,29.4346828,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
467,51.899,30.499,Kor,2181,164,324.6174709,4602.614236,agri,21.233532,11.9878712,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
468,52.108,30.255,Kor,2238,160,850.8621868,10427.07108,modrange,21.929678,12.3689814,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
469,52.109,30.252,Kor,2208,160,912.5280411,10390.13099,modrange,9.8893938,5.647841,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
470,52.108,30.253,Kor,2229,160,818.2972922,10341.696,modrange,32.0221863,17.7562027,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
471,52.103,30.255,Kor,2141,160,388.5533446,9986.632346,modrange,36.6304512,20.1180115,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
472,52.103,30.255,Kor,2141,160,388.5533446,9986.632346,modrange,36.6304512,20.1180115,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
473,51.895,30.494,Kor,2279,164,258.2522665,4026.107023,modrange,40.5503082,22.0727062,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
474,51.895,30.494,Kor,2279,164,258.2522665,4026.107023,modrange,40.5503082,22.0727062,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
475,51.948,30.183,Zohreh,2001,164,9.254886159,6623.431724,bagh/grazing area,21.1081486,11.9191132,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
476,51.949,30.18,Zohreh,2022,164,43.47589136,6616.382706,bagh/grazing area,24.8284378,13.9436903,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
477,51.96,31.211,Kor,2923,154,34.57485896,5619.707923,poorrange,27.5636826,15.4101686,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
478,51.96,31.21,Kor,2923,154,36.7257256,5710.30573,poorrange,26.570982,14.8802223,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
479,51.96,31.21,Kor,2923,154,36.7257256,5710.30573,poorrange,26.570982,14.8802223,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
480,51.958,30.215,Zohreh,2055,164,40.45372467,4265.441073,mix(dryfarming_x),25.4717598,14.2903585,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
481,51.961,30.214,Zohreh,2094,164,192.9971845,4054.667313,mix(dryfarming_x),38.8932838,21.2526932,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
482,51.831,30.377,Karun,2428,164,856.1650312,6242.220921,verylowforest,12.6344538,7.2008553,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
483,51.79,30.391,Karun,2201,164,462.0443836,9194.191069,verylowforest,12.2351027,6.9755278,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
484,51.793,30.393,Karun,2226,164,652.1574384,8841.603205,verylowforest,28.1419868,15.7176571,KEpd-gu,Keewatin Epedotic quartz diorite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
485,51.88,30.063,Zohreh,1630,164,1076.699066,8917.169782,mix(lowforest_x),18.1057491,10.2626514,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
486,51.879,30.063,Zohreh,1630,164,1102.944734,8866.155033,mix(lowforest_x),17.2434597,9.7835646,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
487,51.674,30.203,Zohreh,1591,164,2646.847705,1882.603051,modforest,25.8321819,14.4841146,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
488,51.941,30.292,Zohreh,2341,164,17.07645228,2834.319873,mix(dryfarming_x),13.6894875,7.7950459,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
489,51.873,30.306,Zohreh,2492,164,153.0109312,6314.119572,lowforest,32.9696388,18.2472,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
490,51.87,30.309,Zohreh,2496,164,161.8473202,6396.510539,lowforest,29.5058365,16.4391346,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
491,51.86,30.317,Karun,2542,164,819.4894822,6782.896565,lowforest,13.308239,7.5805159,KEpd-gu,Keewatin Epedotic quartz diorite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
492,52.069,30.299,Kor,2269,160,744.9710083,8393.395597,agri,22.139473,12.4836187,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
493,52.077,30.287,Kor,2160,160,804.2186853,8614.729972,mix(modrange_x),19.7239323,11.1577606,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
494,52.064,30.357,Kor,2251,160,2385.205194,10865.47614,agri,14.9166384,8.4840479,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
495,51.989,31.263,Zayandeh Rud,2582,154,679.8013702,683.8512896,modrange,2.5848253,1.4806662,Klsol,"Grey , thick - bedded to massive orbitolina limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
496,51.962,30.336,Zohreh,2960,164,231.0406409,2265.086567,modrange,47.5195351,25.416851,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
497,52.086,30.257,Kor,2176,160,1243.201645,8631.390222,mix(modrange_x),17.5424652,9.949852,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
498,52.055,30.212,Zohreh,2297,160,909.9333611,4160.739917,mix(modrange_x),18.5977364,10.5353546,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
499,52.237,30.253,Kor,1794,160,100.7156764,22259.81609,lowforest,24.9994907,14.0359688,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
500,52.233,30.25,Kor,1795,160,9.81705106,21802.51018,modforest,23.0019245,12.9538116,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
501,52.203,30.216,Kor,2531,160,3352.413201,18045.24159,lowforest,15.8144913,8.9866114,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
502,52.188,30.262,Kor,2016,160,987.7595147,17959.66334,lowforest,36.8956947,20.2518902,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
503,51.983,29.867,Zohreh,2092,163,304.8355773,5882.790788,mix(modforest_x),10.7301178,6.1244717,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
504,51.984,29.867,Zohreh,2103,163,231.0967829,5791.376266,mix(modforest_x),16.8279438,9.552207,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
505,51.984,29.867,Zohreh,2103,163,231.0967829,5791.376266,mix(modforest_x),16.8279438,9.552207,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
506,51.984,29.867,Zohreh,2103,163,231.0967829,5791.376266,mix(modforest_x),16.8279438,9.552207,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
507,51.984,29.867,Zohreh,2103,163,231.0967829,5791.376266,mix(modforest_x),16.8279438,9.552207,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
508,51.984,29.867,Zohreh,2103,163,231.0967829,5791.376266,mix(modforest_x),16.8279438,9.552207,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
509,51.984,29.868,Zohreh,2085,163,318.5502305,5756.171825,mix(modforest_x),11.9966364,6.8408737,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
510,51.984,29.868,Zohreh,2085,163,318.5502305,5756.171825,mix(modforest_x),11.9966364,6.8408737,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
511,51.985,29.867,Zohreh,2101,163,174.8814074,5700.133004,mix(modforest_x),19.658823,11.1218491,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
512,51.984,29.867,Zohreh,2103,163,231.0967829,5791.376266,mix(modforest_x),16.8279438,9.552207,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
513,51.985,29.867,Zohreh,2101,163,174.8814074,5700.133004,mix(modforest_x),19.658823,11.1218491,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
514,51.985,29.867,Zohreh,2101,163,174.8814074,5700.133004,mix(modforest_x),19.658823,11.1218491,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
515,51.985,29.867,Zohreh,2101,163,174.8814074,5700.133004,mix(modforest_x),19.658823,11.1218491,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
516,51.986,29.867,Zohreh,2124,163,130.0294918,5609.069361,mix(modforest_x),5.7516584,3.2918308,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
517,51.986,29.867,Zohreh,2124,163,130.0294918,5609.069361,mix(modforest_x),5.7516584,3.2918308,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
518,51.986,29.867,Zohreh,2124,163,130.0294918,5609.069361,mix(modforest_x),5.7516584,3.2918308,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
519,51.985,29.869,Zohreh,2086,163,353.9247874,5630.547283,mix(modforest_x),14.9372034,8.495574,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
520,51.986,29.869,Zohreh,2112,163,333.2825667,5538.341456,mix(modforest_x),14.2441397,8.1067572,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
521,51.984,29.869,Zohreh,2071,163,316.7700571,5722.898267,mix(modforest_x),6.3713064,3.6455622,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
522,52.001,29.867,Zohreh,2040,168,919.459277,4272.432096,mix(modforest_x),8.873064,5.0706115,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
523,52.008,29.867,Zohreh,2105,168,748.4943427,3673.325091,mix(modforest_x),9.6547127,5.5146508,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
524,52.008,29.867,Zohreh,2105,168,748.4943427,3673.325091,mix(modforest_x),9.6547127,5.5146508,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
525,52.008,29.867,Zohreh,2105,168,748.4943427,3673.325091,mix(modforest_x),9.6547127,5.5146508,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
526,51.896,30.3,Zohreh,2419,164,1577.527146,4996.710024,mix(dryfarming_x),15.0275974,8.5462294,KEpd-gu,Keewatin Epedotic quartz diorite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
527,51.908,30.3,Zohreh,2466,164,1044.678085,4147.097953,mix(dryfarming_x),28.5642414,15.9415884,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
528,51.9,30.3,Zohreh,2406,164,1714.365685,4713.515162,mix(dryfarming_x),7.2614236,4.1531997,KEpd-gu,Keewatin Epedotic quartz diorite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
529,52.075,30.206,Zohreh,2251,160,39.11247068,5850.122197,bagh/grazing area,6.21347,3.5554852,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
530,52.075,30.206,Zohreh,2251,160,39.11247068,5850.122197,bagh/grazing area,6.21347,3.5554852,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
531,51.891,30.215,Zohreh,2223,164,281.8006452,10418.73131,goodrange,25.8433628,14.4901209,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
532,51.89,30.215,Zohreh,2227,164,225.5900823,10513.25529,goodrange,25.3893909,14.2460318,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
533,51.894,30.008,Zohreh,1541,164,299.5113516,6272.670001,mix(lowforest_x),9.2672586,5.2946253,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
534,51.897,30.014,Zohreh,1512,164,355.5785071,6732.833572,mix(lowforest_x),13.652503,7.7742443,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
535,51.925,30.536,Kor,2060,170,273.8038608,6983.677379,poorrange,8.8035984,5.0311193,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
536,51.928,30.538,Kor,2087,170,455.3976462,6948.085815,modrange,15.6365051,8.8870935,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
537,51.931,30.542,Kor,2051,170,466.3945876,6754.34663,poorrange,22.3003826,12.571476,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
538,51.921,30.658,Kor,2254,170,1482.167937,5301.102694,modrange,35.3050385,19.4455986,KPeam,"Dark oliv - brown , low weathered siltstone and sandstone with local development of chert conglomerate and shelly limestone ( AMIRAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
539,51.921,30.659,Kor,2275,170,1570.934546,5360.244184,modrange,32.7117538,18.1138287,KPeam,"Dark oliv - brown , low weathered siltstone and sandstone with local development of chert conglomerate and shelly limestone ( AMIRAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
540,51.921,30.659,Kor,2275,170,1570.934546,5360.244184,modrange,32.7117538,18.1138287,KPeam,"Dark oliv - brown , low weathered siltstone and sandstone with local development of chert conglomerate and shelly limestone ( AMIRAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
541,52.161,30.383,Kor,1764,160,1027.536646,12639.08974,agri,5.7798452,3.3079271,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
542,52.095,30.462,Kor,1813,160,476.1380846,8327.781936,modforest,21.2114086,11.9757414,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
543,52.144,30.453,Kor,1874,160,1914.577046,5590.650141,mix(woodland_x),5.0315795,2.8804536,Kgu, Bluish grey marl and shale with subordinate thin - bedded argillaceous -limestone ( GURPI FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
544,51.874,30.214,Zohreh,2420,164,708.8912521,12044.7793,goodrange,28.0809631,15.6852531,OMas,"Cream to brown - weathering , feature - forming , well - jointed limestone with intercalations of shale ( ASMARI FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
