ID,LONG,LAT,SUB_Basin,Elevation,AAP(mm),RiverDIST(m),FaultDIST(m),Landuse_Type,Slop(Percent),Slop(Degrees),GEO_UNIT,DES_GEOUNI,Climate_Type,DES_ClimateType
2257,50.485,36.192,Shur,2160,348,1017.376304,2162.6285,modrange,19.4445515,11.0036001,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2258,50.519,36.181,Shur,2195,238,998.2964501,1039.812665,modrange,15.3509626,8.7273254,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2259,50.517,36.182,Shur,2219,238,828.7250562,1167.464055,modrange,17.9283504,10.1642056,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2260,50.258,36.456,Qezel Owzan,1098,348,304.5384124,3175.685553,mix(modrange_x),23.7854042,13.3794193,Ebv,Andesite and basalt mainly with vesicular texture,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2261,50.258,36.453,Qezel Owzan,1073,348,103.5332669,2846.509049,mix(modrange_x),33.8612938,18.7067642,Ebv,Andesite and basalt mainly with vesicular texture,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2262,50.256,36.433,Qezel Owzan,1350,348,1387.867767,736.9872946,modrange,42.4304771,22.991745,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2263,50.25,36.401,Qezel Owzan,1766,348,372.0139912,2516.76895,modrange,61.459404,31.5746365,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2264,50.256,36.403,Qezel Owzan,1618,348,79.07165266,2412.591872,modrange,14.2009716,8.0825138,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2265,50.258,36.419,Qezel Owzan,1596,348,483.0108818,790.9076307,modrange,37.0261421,20.317646,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2266,50.283,36.459,Qezel Owzan,974,348,28.47775214,3593.685185,mix(modrange_x),4.7623925,2.7265897,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2267,50.278,36.457,Qezel Owzan,947,348,48.7528586,3253.519283,agri,0.6851995,0.3925842,Ebv,Andesite and basalt mainly with vesicular texture,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2268,50.277,36.456,Qezel Owzan,949,348,139.2230326,3125.447757,mix(modrange_x),13.1622524,7.498312,Ebv,Andesite and basalt mainly with vesicular texture,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2269,50.267,36.442,Qezel Owzan,1309,348,1322.68775,1519.17969,mix(modrange_x),21.3869057,12.0719299,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2270,50.267,36.44,Qezel Owzan,1319,348,1253.094833,1299.726107,mix(modrange_x),35.380146,19.4838543,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2271,50.264,36.442,Qezel Owzan,1225,348,1152.427095,1559.288206,modrange,19.9867668,11.3026419,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2272,50.053,36.367,Shur,1602,348,539.4195593,279.9293944,poorrange,12.5886354,7.175014,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2273,50.122,36.461,Qezel Owzan,2262,348,523.2254856,8144.999942,modrange,40.7138557,22.1531334,Ed.av,Dacitic and andesitic volcanics,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2274,50.108,36.517,Qezel Owzan,1658,380,928.1489914,10362.93479,mix(modrange_x),23.7025089,13.3344584,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2275,50.109,36.517,Qezel Owzan,1625,380,870.7337396,10447.8702,mix(modrange_x),32.1505013,17.8228588,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2276,50.085,36.508,Qezel Owzan,1798,380,1335.840424,8874.475813,mix(modrange_x),26.7443943,14.9729872,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2277,50.118,36.508,Qezel Owzan,1782,380,1555.354027,11549.34477,mix(modrange_x),17.6829262,10.0279083,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2278,50.118,36.508,Qezel Owzan,1782,380,1555.354027,11549.34477,mix(modrange_x),17.6829262,10.0279083,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2279,50.147,36.492,Qezel Owzan,1938,348,2674.212277,8757.414046,poorrange,38.7127228,21.1627769,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2280,50.358,36.451,Qezel Owzan,1205,348,183.95672,7797.590567,mix(modrange_x),35.50243,19.5460987,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2281,49.572,36.697,Qezel Owzan,1209,510,675.9048492,1018.779685,modrange,36.3414192,19.9718628,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SH-K-W,"Hot and dry, with a dry period longer than the humid period"
2282,49.572,36.697,Qezel Owzan,1209,510,675.9048492,1018.779685,modrange,36.3414192,19.9718628,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SH-K-W,"Hot and dry, with a dry period longer than the humid period"
2283,49.667,35.381,Shur,2333,210,337.6855651,1670.859762,goodrange,22.2346973,12.5356188,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2284,49.555,35.347,Masileh,2232,210,190.713483,470.2617487,goodrange,48.4665718,25.8578777,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2285,49.552,35.365,Masileh,2325,210,148.2109746,873.3767004,goodrange,34.3105354,18.9373703,OMql, Massive to thick - bedded reefal limestone,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2286,49.547,35.374,Masileh,2286,210,80.40961448,1346.739597,modrange,18.7206421,10.603405,OMql, Massive to thick - bedded reefal limestone,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2287,49.846,35.272,Shur,2353,210,90.59549205,455.8236968,goodrange,31.7025471,17.589941,Edvs,Early Devonian volcanic sill,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2288,49.875,35.283,Shur,2173,210,98.21978344,1603.74949,poorrange,4.111197,2.3542166,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2289,49.704,35.363,Shur,2341,210,739.2157646,2431.149658,poorrange,8.7748346,5.0147653,Qft2, Low level piedmont fan and valley teraces deposite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2290,49.673,35.364,Shur,2518,210,1174.718761,2174.945239,goodrange,32.5640297,18.0373383,Qft2, Low level piedmont fan and valley teraces deposite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2291,49.625,36.068,Shur,1408,368,360.0058781,15057.94631,dryfarming,1.7103612,0.9798693,Ed.av,Dacitic and andesitic volcanics,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2292,50.098,36.351,Shur,1613,348,824.1203722,1392.965863,poorrange,9.4218521,5.3824344,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2293,51.144,36.595,Se Hezar,767,519,797.9264698,1129.267506,denseforest,23.6506462,13.3063202,Kbv,Cretaceous basalt,H-C-W,"Warm and dry, with a dry period longer than the humid period"
2294,51.144,36.595,Se Hezar,767,519,797.9264698,1129.267506,denseforest,23.6506462,13.3063202,Kbv,Cretaceous basalt,H-C-W,"Warm and dry, with a dry period longer than the humid period"
2295,52.857,35.986,Talar,1631,118,153.9170459,3393.360169,modforest,54.7398071,28.6962128,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2296,52.85,36.322,Talar,204,254,269.2243115,2173.17148,mix(agri_follow),9.7422218,5.5643225,Plc,Polymictic conglomerate and sandstone,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2297,52.867,36.358,Talar,193,254,998.2254485,1240.004847,denseforest,24.7563305,13.904768,Qm,Coastal plain composed of silt and clay,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2298,52.833,36.313,Babol,243,254,400.3823461,1626.532829,denseforest,23.2510052,13.0892792,Plc,Polymictic conglomerate and sandstone,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2299,51.618,36.424,Chalus,1858,190,4119.070549,79.78134515,goodrange,15.5089521,8.8157415,Pr,Dark grey medium - bedded to massive limestone ( RUTEH LIMESTONE ),SH-K-W,"Hot and dry, with a dry period longer than the humid period"
2300,51.301,36.23,Chalus,1914,215,302.4129478,1033.152484,denseforest,25.582819,14.3500977,Pd," Peridolites including dunite , harzburgite and serpentinite",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2301,51.292,36.371,Chalus,1019,215,133.3190864,119.1359999,denseforest,61.688446,31.6697922,Cm,"Thin - bedded to thick - bedded dolomite , fossiliferous flaggy limestone , siltstone and sandstone ( MILA FM . )",SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2302,51.3,36.577,Se Hezar,1386,519,3329.546245,2786.530206,denseforest,33.2700539,18.4023113,Kbvt,Keewatin mafic-felsic tuff,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2303,51.297,36.406,Chalus,1385,215,1355.65311,2062.066943,denseforest,90.5201721,42.1514473,Kbvt,Keewatin mafic-felsic tuff,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2304,51.299,36.406,Chalus,1551,215,1530.116238,1976.017903,denseforest,86.8988571,40.9902687,Kbvt,Keewatin mafic-felsic tuff,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2305,51.281,36.388,Chalus,718,215,196.3402981,1256.242643,mix(goodrang_x),65.8562469,33.3674011,Kbvt,Keewatin mafic-felsic tuff,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2306,51.304,36.529,Chalus,793,519,2830.645977,5111.17428,mix(goodrang_x),41.5358353,22.5559635,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2307,51.383,36.478,Chalus,575,215,272.6968684,1158.422539,mix(goodrang_x),23.3880672,13.1637592,K2l2,Thick - bedded to massive limestone ( maastrichtian ),H-C-W,"Warm and dry, with a dry period longer than the humid period"
2308,51.283,36.538,Chalus,1067,519,4929.486533,6330.972512,mix(goodrang_x),31.4181824,17.4417706,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2309,51.283,36.538,Chalus,1067,519,4929.486533,6330.972512,mix(goodrang_x),31.4181824,17.4417706,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2310,51.29,36.542,Chalus,987,519,4537.210258,5599.100285,mix(goodrang_x),35.3724899,19.4799557,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2311,51.282,36.54,Chalus,1079,519,5094.533834,6348.990743,mix(goodrang_x),51.5012283,27.2490234,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2312,51.299,36.243,Chalus,1673,215,18.35245373,2265.409144,denseforest,30.4301682,16.9250927,Pd," Peridolites including dunite , harzburgite and serpentinite",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2313,51.358,36.203,Chalus,2682,215,709.1582777,331.4342547,goodrange,41.0240288,22.3054142,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SH-K-M,"Hot and dry, with a dry period longer than the humid period"
2314,51.284,36.541,Chalus,966,519,4974.828447,6145.933878,mix(goodrang_x),25.2696228,14.1815462,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2315,51.292,36.543,Chalus,1040,519,4420.126573,5396.173009,mix(goodrang_x),30.3886013,16.9032936,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2316,51.317,36.172,Chalus,2594,215,140.6437262,703.9489507,goodrange,43.0053749,23.2703037,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SH-K-W,"Hot and dry, with a dry period longer than the humid period"
2317,51.394,36.556,Chalus,972,519,1409.726772,1279.335446,denseforest,49.7789116,26.4636211,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2318,51.378,36.554,Chalus,332,519,723.3552458,1794.115499,denseforest,21.0421734,11.8829203,K2l2,Thick - bedded to massive limestone ( maastrichtian ),H-C-W,"Warm and dry, with a dry period longer than the humid period"
2319,51.397,36.478,Chalus,655,215,331.4258022,1106.456623,mix(goodrang_x),20.0769119,11.3522987,K2l2,Thick - bedded to massive limestone ( maastrichtian ),H-C-W,"Warm and dry, with a dry period longer than the humid period"
2320,51.617,36.426,Chalus,1952,190,3915.618186,301.1367019,goodrange,52.649353,27.7665138,K2l2,Thick - bedded to massive limestone ( maastrichtian ),SH-K-W,"Hot and dry, with a dry period longer than the humid period"
2321,51.614,36.423,Chalus,1827,190,3911.756352,33.47333725,goodrange,12.8470507,7.3207183,Pr,Dark grey medium - bedded to massive limestone ( RUTEH LIMESTONE ),SH-K-W,"Hot and dry, with a dry period longer than the humid period"
2322,51.559,35.825,Jajrood,2086,144,1011.133419,1858.044291,modrange,45.0619583,24.2572613,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2323,51.564,35.816,Jajrood,1928,144,1272.538077,1151.57329,modrange,34.1861038,18.87356,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2324,51.536,35.861,Jajrood,1976,144,634.1687035,2214.124695,modrange,19.295393,10.9212284,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2325,51.572,35.927,Jajrood,2929,144,2753.258545,232.5896743,modrange,43.1458092,23.3381729,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SH-K-M,"Hot and dry, with a dry period longer than the humid period"
2326,51.535,35.928,Jajrood,2054,144,688.1607147,1004.318376,bagh/grazing area,40.3677635,21.9828281,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2327,51.536,35.928,Jajrood,2051,144,754.9224851,961.7194563,bagh/grazing area,25.3267269,14.2122965,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2328,52.119,35.717,Jajrood,2570,134,1505.142131,801.7700763,modrange,20.6786022,11.6832972,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SH-K-W,"Hot and dry, with a dry period longer than the humid period"
2329,52.139,35.734,Jajrood,2289,134,301.1570458,428.2579232,modrange,47.6694031,25.4868584,Cm,"Thin - bedded to thick - bedded dolomite , fossiliferous flaggy limestone , siltstone and sandstone ( MILA FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2330,51.947,35.625,Jajrood,1661,144,242.266621,5593.217839,poorrange,26.0736179,14.613719,Plc,Polymictic conglomerate and sandstone,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2331,51.93,35.621,Jajrood,1612,144,150.843271,4024.275734,poorrange,51.3389854,27.1755047,Plc,Polymictic conglomerate and sandstone,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2332,51.93,35.621,Jajrood,1612,144,150.843271,4024.275734,poorrange,51.3389854,27.1755047,Plc,Polymictic conglomerate and sandstone,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2333,51.95,35.783,Jajrood,2249,144,473.2761706,1952.077278,bagh/grazing area,11.2573719,6.4229579,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2334,51.95,35.783,Jajrood,2249,144,473.2761706,1952.077278,bagh/grazing area,11.2573719,6.4229579,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
